"","sublabel","roi","network","PC1","PC2","cluster","category","diff"
"66","sub-002","Left_Amyg","Limbic",-0.064563080188951,-0.0107378690962129,-0.0609570591735898,-0.00831421475737292,-0.0526428444162169
"67","sub-003","Left_Amyg","Limbic",0.0425028084572231,-0.0382000242893887,-0.0265002251573638,-0.0493004908284685,0.0228002656711047
"68","sub-004","Left_Amyg","Limbic",-0.0263419023884193,-0.0496360924217664,-0.0561961804068399,-0.0352660711272832,-0.0209301092795567
"69","sub-005","Left_Amyg","Limbic",-0.00925661950668437,0.00187983754245665,-0.0261220772596131,0.0217653920280499,-0.047887469287663
"70","sub-006","Left_Amyg","Limbic",0.0412113634052208,-0.0299151256328028,0.0739482745653863,-0.0222644752357423,0.0962127498011286
"71","sub-007","Left_Amyg","Limbic",0.053630998285909,-0.00912621667548022,0.0264371999844695,0.0397411544173072,-0.0133039544328377
"72","sub-008","Left_Amyg","Limbic",-0.0447637939965532,-0.00825333659984351,-0.0331821867523972,0.030646766566701,-0.0638289533190982
"73","sub-009","Left_Amyg","Limbic",-0.0468328976147867,-0.0144731341960843,-0.0569754364124767,0.00702546517561949,-0.0640009015880962
"74","sub-010","Left_Amyg","Limbic",-0.025709623488411,-0.0149742218984099,-0.038248130779766,0.00681760463742861,-0.0450657354171946
"75","sub-011","Left_Amyg","Limbic",-0.0036593136068933,-0.0355160769441307,-0.0578390170914558,-0.00710860955987123,-0.0507304075315846
"76","sub-012","Left_Amyg","Limbic",-0.024218330657423,-0.0240969383440404,-0.0467239149197176,-0.0342671818587957,-0.0124567330609219
"77","sub-013","Left_Amyg","Limbic",0.0347222376811816,-0.026610456778949,-0.0242944657588093,0.00929118825879666,-0.033585654017606
"78","sub-014","Left_Amyg","Limbic",0.117385099657901,-0.0152797071443602,0.0553117020958551,0.0708707527313371,-0.015559050635482
"79","sub-015","Left_Amyg","Limbic",-0.0277028196282772,-0.01899977826833,-0.0697067308720987,-0.0292529179329162,-0.0404538129391825
"80","sub-016","Left_Amyg","Limbic",-0.0398369951585446,0.036089633294984,-0.0462400162874789,-0.0244065030307123,-0.0218335132567666
"81","sub-017","Left_Amyg","Limbic",-0.0331139825122549,0.0809088019476667,0.0626008242666652,0.0826419520900393,-0.0200411278233741
"82","sub-018","Left_Amyg","Limbic",0.0102955822013101,-0.0458839487065198,-0.0142346760637188,-0.0201226516992822,0.0058879756355634
"83","sub-019","Left_Amyg","Limbic",0.0200604501735443,-0.0257775278843925,-0.0212277979556265,-0.0534059607027573,0.0321781627471308
"84","sub-020","Left_Amyg","Limbic",-0.0677396042204856,-0.0553788336765661,-0.0681879887777094,-0.0692833178893293,0.0010953291116199
"85","sub-021","Left_Amyg","Limbic",0.0282451112810484,-0.0405754749375838,0.000209936798115654,-0.0320615406726562,0.0322714774707719
"86","sub-022","Left_Amyg","Limbic",-0.0516450084313304,-0.0431091819459016,-0.030786456994362,-0.0198523379825301,-0.0109341190118319
"87","sub-023","Left_Amyg","Limbic",-0.0332996246735173,0.0242046931942962,-0.0104972253037506,0.00638109940334753,-0.0168783247070981
"88","sub-024","Left_Amyg","Limbic",-0.0280967490990106,-0.0244669758475027,-0.0139827017582329,-0.0106631388597122,-0.0033195628985207
"89","sub-025","Left_Amyg","Limbic",0.00926497067401734,0.0702988378466927,0.0183505354079211,0.0412401337510402,-0.0228895983431191
"90","sub-026","Left_Amyg","Limbic",-0.0499896548622934,0.0258344352168062,0.0631909757433183,-0.0168166969757624,0.0800076727190807
"91","sub-027","Left_Amyg","Limbic",0.0256498351606266,-0.0773157700564022,-0.037512297117835,-0.0115985824245236,-0.0259137146933114
"92","sub-028","Left_Amyg","Limbic",-0.0211611616669522,0.107114872790685,0.0885722969127151,0.035370126104202,0.0532021708085131
"93","sub-029","Left_Amyg","Limbic",-0.0506232023103786,0.0270252060555777,-0.0154735766298244,0.0175028059054688,-0.0329763825352932
"94","sub-030","Left_Amyg","Limbic",-0.03248933061631,-0.0297700634018213,-0.0419069055328778,-0.045800696221279,0.0038937906884012
"95","sub-031","Left_Amyg","Limbic",0.0679500028590773,-0.0127885732393113,0.0408343942325944,0.0735869330915335,-0.0327525388589391
"96","sub-032","Left_Amyg","Limbic",-0.00944663288291131,-0.0151428528611307,-0.00138558373390787,-0.0264239569167703,0.0250383731828624
"97","sub-033","Left_Amyg","Limbic",-0.0379029135396157,-0.0347121954475359,-0.0257229292459245,-0.0480504300917853,0.0223275008458608
"98","sub-034","Left_Amyg","Limbic",-0.0623333390131033,0.0318984761106416,0.0150536052050195,0.0172325186383828,-0.0021789134333633
"99","sub-035","Left_Amyg","Limbic",0.0596010072990451,-0.0205050305995886,0.0125968739554322,0.00995637174178916,0.00264050221364304
"100","sub-036","Left_Amyg","Limbic",0.0880525148117033,-0.0406150367370326,0.0470815931675697,-0.0158395387023686,0.0629211318699383
"101","sub-037","Left_Amyg","Limbic",-0.0231064263316971,-0.0206375901035984,0.0307444298812488,-0.0152782062579875,0.0460226361392363
"102","sub-038","Left_Amyg","Limbic",-0.0267751355352432,0.0121882549347646,0.0171115187069373,-0.0113907043802764,0.0285022230872137
"103","sub-039","Left_Amyg","Limbic",-0.0130992236739794,0.0161707382758741,0.0253237894265705,0.0188750738438572,0.0064487155827133
"104","sub-040","Left_Amyg","Limbic",-0.00846307235291204,-0.0488223059122483,-0.0300089728443076,-0.0253840064133825,-0.0046249664309251
"105","sub-041","Left_Amyg","Limbic",-0.0240051742937751,-0.029942409000791,0.0274666377985225,0.0392623517333276,-0.0117957139348051
"106","sub-042","Left_Amyg","Limbic",0.0665125743138841,-0.0521688965305321,-0.00432472493957787,-0.0287328545582205,0.0244081296186426
"107","sub-043","Left_Amyg","Limbic",-0.013863188865048,-0.0248344269320291,-0.0292315249614262,0.0076074779695433,-0.0368390029309695
"108","sub-044","Left_Amyg","Limbic",0.130478342573574,0.00165336684035616,0.0874298361462606,0.000872972656295958,0.0865568634899646
"109","sub-045","Left_Amyg","Limbic",0.0447527339167479,-0.0217050066077176,0.046387287483092,-0.00214086424114804,0.04852815172424
"110","sub-046","Left_Amyg","Limbic",-0.0532183470507399,-0.00601448496844879,-0.0498803221992338,-0.0494671771409872,-0.000413145058246599
"111","sub-047","Left_Amyg","Limbic",0.0567998964892197,-0.025413372915986,0.00822970815435616,-0.0333099771407619,0.0415396852951181
"112","sub-048","Left_Amyg","Limbic",0.0414019248946134,-0.0398542513311452,0.0266262761350891,0.0290032855561157,-0.0023770094210266
"113","sub-049","Left_Amyg","Limbic",-0.0168768321282335,0.0330951013335229,-0.0414021824806802,0.0325400959651128,-0.073942278445793
"114","sub-050","Left_Amyg","Limbic",0.0254916971168418,-0.016193684028628,-0.0131847946845312,-0.015257416354522,0.0020726216699908
"115","sub-051","Left_Amyg","Limbic",-0.0245545642115053,0.0130045211054686,0.033455407677382,0.0511550323450992,-0.0176996246677172
"116","sub-052","Left_Amyg","Limbic",-0.0220025975199075,0.0441961855369601,0.000524842035769601,0.0443636101947977,-0.0438387681590281
"117","sub-053","Left_Amyg","Limbic",-0.00470448212555674,0.000540835738529034,0.0605567050202883,0.0174612230835448,0.0430954819367435
"118","sub-054","Left_Amyg","Limbic",-0.0416522938029668,0.00802493183043963,0.0247986177236093,0.0121806463384793,0.01261797138513
"119","sub-055","Left_Amyg","Limbic",-0.0311748189260565,-0.0541358879977981,-0.0708037994595226,-0.0556991289784206,-0.015104670481102
"120","sub-056","Left_Amyg","Limbic",-0.0661729385454894,-0.0507345391755826,-0.0620107163350078,-0.0331851288872157,-0.0288255874477921
"121","sub-057","Left_Amyg","Limbic",0.0792294303567249,-0.0292089436889415,0.0485124274620694,0.0342047535697285,0.0143076738923409
"122","sub-058","Left_Amyg","Limbic",0.0348711902951758,-0.0234151760916236,0.00442969534839411,-0.00719175404240499,0.0116214493907991
"123","sub-059","Left_Amyg","Limbic",-0.0249499650757623,-0.0249473239220744,0.0189175616113507,0.0251968212175902,-0.0062792596062395
"124","sub-060","Left_Amyg","Limbic",-0.0494459176228906,0.0848573044720434,0.0771575664729829,-0.00446881721018935,0.0816263836831723
"125","sub-061","Left_Amyg","Limbic",0.073552084411296,-0.0227769860703564,0.0114000618005693,0.000810617438194278,0.010589444362375
"126","sub-062","Left_Amyg","Limbic",0.00660542291071644,-0.0170713480935432,0.00738990970504467,-0.00868837284495903,0.0160782825500037
"127","sub-063","Left_Amyg","Limbic",-0.00461584064135565,-0.00386582222844828,-0.0521535468879465,-0.0123261635911291,-0.0398273832968174
"128","sub-064","Left_Amyg","Limbic",-0.0166537067979274,-0.059526501358199,-0.0378066256656932,-0.0174612230835448,-0.0203454025821484
"129","sub-001","Left_dMI","Limbic",-0.0612969563488752,-0.00743513396148629,0.0178465220322558,-0.0312501107837464,0.0490966328160022
"130","sub-002","Left_dMI","Limbic",-0.0342171555986133,-0.0255767928017124,-0.0193165873206223,0.00490531302344034,-0.0242219003440626
"131","sub-003","Left_dMI","Limbic",-0.0276706409380683,0.0158961106123682,0.0452722837106056,0.00311776879680934,0.0421545149137963
"132","sub-004","Left_dMI","Limbic",0.0363683471718936,-0.0144710701466063,0.0669015227228216,-0.0193740977187404,0.086275620441562
"133","sub-005","Left_dMI","Limbic",-0.0105432431565662,-0.00684092587735529,-0.00644514884969023,-0.0416565494854427,0.0352114006357525
"134","sub-006","Left_dMI","Limbic",-0.0183096180888507,-0.034745349259854,-0.0360197298517721,-0.0712676668534042,0.0352479370016321
"135","sub-007","Left_dMI","Limbic",-0.00477767019605357,-0.0284632141123996,-0.0541325319088636,-0.0228467530118938,-0.0312857788969698
"136","sub-008","Left_dMI","Limbic",0.0329071075737571,0.0166760768613142,0.0507642915277522,0.0586394131481914,-0.0078751216204392
"137","sub-009","Left_dMI","Limbic",-0.0468100999287069,0.0317492167054467,-0.0449777733064447,-0.0192701336240929,-0.0257076396823518
"138","sub-010","Left_dMI","Limbic",0.102819521269206,-0.0231143490929294,0.0245675465240322,0.0221189081656722,0.00244863835836
"139","sub-011","Left_dMI","Limbic",-0.0103372909047041,0.0627026304102887,-0.00688603571447314,0.0236370119880498,-0.0305230477025229
"140","sub-012","Left_dMI","Limbic",0.0445167240346521,-0.0396322301266209,-0.047986362679692,-0.0113283411597805,-0.0366580215199115
"141","sub-013","Left_dMI","Limbic",0.00973359805413417,-0.00891633452048454,-0.0138777129901145,0.0391582665817423,-0.0530359795718568
"142","sub-014","Left_dMI","Limbic",0.0925840863373281,0.0105019662416971,0.0637600920107507,0.0293361295336164,0.0344239624771343
"143","sub-015","Left_dMI","Limbic",0.0196204385855466,-0.0338032338666433,-0.0174895180581235,-0.0204761433100708,0.0029866252519473
"144","sub-016","Left_dMI","Limbic",0.0586685504387814,0.0299591729232927,0.0232231835101451,0.0709334218969486,-0.0477102383868035
"145","sub-017","Left_dMI","Limbic",-0.0592803041286044,-0.0214176463308007,-0.0112740835328832,0.0391790835441453,-0.0504531670770285
"146","sub-018","Left_dMI","Limbic",-0.0416693121551669,0.0507753405539239,0.000167949437604227,-0.00500924086730261,0.00517719030490684
"147","sub-019","Left_dMI","Limbic",0.0690976591253828,-0.015196135239718,0.0016794959393718,0.00617324063293182,-0.00449374469356002
"148","sub-020","Left_dMI","Limbic",-0.0505290432869323,0.0305538468074887,-0.0325306798395634,0.0262159623166512,-0.0587466421562146
"149","sub-021","Left_dMI","Limbic",-0.0735952211159285,-0.00765292996267071,-0.00424074868125616,0.0164840438392605,-0.0207247925205167
"150","sub-022","Left_dMI","Limbic",-0.0747513292568535,0.0439158540288686,0.0500276449746189,-0.000332560939702809,0.0503602059143217
"151","sub-023","Left_dMI","Limbic",-0.033861321542668,-0.00798591256675166,-0.0191065730308038,-0.0600786416175187,0.0409720685867149
"152","sub-024","Left_dMI","Limbic",0.0446769967075912,0.00336027738552304,0.0576494432636273,-0.0317702533480684,0.0894196966116957
"153","sub-025","Left_dMI","Limbic",0.015765974134247,-0.0453782708322614,-0.0197366210300769,-0.0293569324972061,0.0096203114671292
"154","sub-026","Left_dMI","Limbic",0.037814050755936,0.00173336823118642,0.020408689510828,-0.0143010947598393,0.0347097842706673
"155","sub-027","Left_dMI","Limbic",-0.0269817424335933,0.0906081718060021,0.0377435547131458,0.0254048048780116,0.0123387498351342
"156","sub-028","Left_dMI","Limbic",-0.0331590956532119,0.00262226363410067,0.0234122293761436,-0.0183136832074806,0.0417259125836242
"157","sub-029","Left_dMI","Limbic",-0.00258550220331151,0.00840826261818229,0.00184744589808643,0.0523012723051934,-0.050453826407107
"158","sub-030","Left_dMI","Limbic",0.0873665105981665,-0.0246572313151634,0.042895383563776,-0.000914542805438689,0.0438099263692147
"159","sub-031","Left_dMI","Limbic",-0.0784364608165214,0.0640866261960997,0.0127018591495633,0.0216614177325704,-0.0089595585830071
"160","sub-032","Left_dMI","Limbic",0.00836050811817058,-0.00409819881358743,0.0929327178097554,0.0394288897453988,0.0535038280643566
"161","sub-033","Left_dMI","Limbic",-0.0468910944602361,-0.00911469785369942,-0.0367134379434226,-0.00176673176522857,-0.034946706178194
"162","sub-034","Left_dMI","Limbic",-0.0783861942897315,0.0964501772889952,0.00900653202842712,0.000956112957742231,0.00805041907068489
"163","sub-035","Left_dMI","Limbic",-0.0208362626790211,-0.000685480964376192,-0.00650813253011522,0.0253216111511608,-0.031829743681276
"164","sub-036","Left_dMI","Limbic",0.0111952312832017,0.0328447958190351,0.0283490593102789,0.0507174126782194,-0.0223683533679405
"165","sub-037","Left_dMI","Limbic",0.0163162376794176,-0.0496995970739688,-0.0356623786426371,-0.000956112957742225,-0.0347062656848949
"166","sub-038","Left_dMI","Limbic",0.109035517308117,-0.0558668742846367,0.01316379736111,-0.00968613992250561,0.0228499372836156
"167","sub-039","Left_dMI","Limbic",0.0567416399062508,0.00978332156705258,0.0383532532353442,0.0756979426402107,-0.0373446894048665
"168","sub-040","Left_dMI","Limbic",-0.0254815644160022,0.0102514737265614,-0.0144026599361998,-0.0266943533168723,0.0122916933806725
"169","sub-041","Left_dMI","Limbic",0.00704782548148428,-0.00516088858609067,-0.0136047436189208,0.00234871586892601,-0.0159534594878468
"170","sub-042","Left_dMI","Limbic",0.0959572376392879,0.0441857511182929,0.0693059208105546,0.0491546425507745,0.0201512782597801
"171","sub-043","Left_dMI","Limbic",-0.00494655486486122,-0.0192498553478443,0.0423485556998489,0.019706785646771,0.0226417700530779
"172","sub-044","Left_dMI","Limbic",-0.0255101376853545,-0.0206870420417508,-0.0394465774321111,-0.0362025936719528,-0.0032439837601583
"173","sub-045","Left_dMI","Limbic",0.0330391785913464,-0.00142555255435992,0.0617156785686212,0.0596197304663132,0.002095948102308
"174","sub-046","Left_dMI","Limbic",-0.0559483292946005,-0.00132160363855294,-0.032593727680312,-0.0226387949056185,-0.0099549327746935
"175","sub-047","Left_dMI","Limbic",-0.03170607730201,-0.0271328810154992,0.0147806266355087,0.0940585827427267,-0.079277956107218
"176","sub-048","Left_dMI","Limbic",-0.0185312201761513,0.0358703182487082,0.0406241089859196,0.0352244493503834,0.0053996596355362
"177","sub-049","Left_dMI","Limbic",-0.0140952711752285,-0.0014447010421443,-0.00400981427571036,-0.0396370653356511,0.0356272510599407
"178","sub-050","Left_dMI","Limbic",0.0398974159002219,0.0291555801595431,-0.0306183491927453,0.00808556374537049,-0.0387039129381158
"179","sub-051","Left_dMI","Limbic",-0.0491380277197866,-0.0251391206080193,-0.0487018173367343,-0.0406571757037092,-0.0080446416330251
"180","sub-052","Left_dMI","Limbic",-0.0280826285803553,-0.0066159814138188,-0.0267943454219706,-0.0504673530219461,0.0236730075999755
"181","sub-053","Left_dMI","Limbic",0.022441740903369,-0.0037413795092466,-0.0091954907948073,0.035432559457707,-0.0446280502525143
"182","sub-054","Left_dMI","Limbic",-0.00364155666378549,-0.025512442757638,0.0199256384622683,0.0197899583074355,0.000135680154832798
"183","sub-055","Left_dMI","Limbic",-0.0116210637320195,-0.0291625928190923,-0.0556065185256339,-0.0358904125183649,-0.019716106007269
"184","sub-056","Left_dMI","Limbic",-0.0133761808421419,-0.0054481713877748,-0.0419699974095408,-0.0250304358592894,-0.0169395615502514
"185","sub-057","Left_dMI","Limbic",-0.000890163127705456,-0.00855565388563556,-0.0185185419254357,-0.0260079699842849,0.0074894280588492
"186","sub-058","Left_dMI","Limbic",-0.0363721915406187,-0.00706591902667981,-0.0531219344135804,-0.0426976523088693,-0.0104242821047111
"187","sub-059","Left_dMI","Limbic",0.0986620820611098,0.0354786447509945,0.143824552340361,0.0641891320226794,0.0796354203176816
"188","sub-060","Left_dMI","Limbic",-0.00817265812124775,-0.000213344432112227,0.0317531109042877,0.00187065739889685,0.0298824535053909
"189","sub-061","Left_dMI","Limbic",-0.0121967986202763,0.0480854990648888,0.0041987605745985,0.0108294385270762,-0.0066306779524777
"190","sub-062","Left_dMI","Limbic",0.0662842367473732,0.0886618390293606,0.0859492067912338,0.0915847523344903,-0.0056355455432565
"191","sub-063","Left_dMI","Limbic",0.0472762597847543,-0.0119282013526743,0.0448725929114817,0.0137189988807391,0.0311535940307426
"192","sub-064","Left_dMI","Limbic",0.107454303614146,0.0285230115509224,0.0842152327688304,0.057575791851265,0.0266394409175654
"193","sub-001","Left_IFG","Prefrontal",-0.0172397984264811,0.112554555013024,0.0167545238110096,0.0319991215040613,-0.0152445976930517
"194","sub-002","Left_IFG","Prefrontal",0.0927377700952933,-0.0601055171223593,-0.0124918890389683,-0.0152782062579875,0.0027863172190192
"195","sub-003","Left_IFG","Prefrontal",-0.0847745512492595,0.117443583876593,0.00772582776762568,0.0308964235123566,-0.0231705957447309
"196","sub-004","Left_IFG","Prefrontal",0.0436359621613135,-0.0794197075790538,-0.0382901796604762,-0.00816870946884131,-0.0301214701916349
"197","sub-005","Left_IFG","Prefrontal",-0.0790166067535674,0.0881473576962065,0.0394465774321111,0.0639804266600714,-0.0245338492279603
"198","sub-006","Left_IFG","Prefrontal",0.0805840012744766,-0.00253309558035389,0.0422854618119954,-0.0113491288901316,0.053634590702127
"199","sub-007","Left_IFG","Prefrontal",0.046767919528007,-0.0282404044009214,-0.0263321584960129,-0.00739961568626776,-0.0189325428097451
"200","sub-008","Left_IFG","Prefrontal",0.0812238130410988,0.00333436190190249,0.0876625410767709,0.0421354454389639,0.045527095637807
"201","sub-009","Left_IFG","Prefrontal",0.0978351346665127,-0.0245883223272901,0.0965337719617986,0.0310420585067414,0.0654917134550572
"202","sub-010","Left_IFG","Prefrontal",0.00455277901248183,0.0789705369623836,0.027445628289182,0.0545316262424993,-0.0270859979533173
