"","Dorsal_ACC","Left_Amyg","Left_dMI","Left_IFG","Left_MFG","Left_OFC","Left_vAI","Left_VS","Pre_SMA","Right_Amyg","Right_IFG","Right_IPS","Right_MFG","Right_MI","Right_OFC","Right_PCG","V1"
"1",0.00554767148072565,0.103740413305062,0.219617570942849,0.374324391891663,0.351209751924293,0.100029867633588,-0.0489375272283881,0.0661580409279689,0.214787169388095,0.0198458425865389,0.411586158076067,0.404805861685262,0.347244553451941,0.167379815415171,0.0667201537685131,0.203435816137969,0.465029064377238
"2",0.280136482371157,0.158783554966075,0.139480732924539,0.387006969267972,0.419331433703213,0.2479888844533,0.147106326754554,0.174116598365328,0.249706123204884,0.16284120243474,0.479193455388812,0.451923283231906,0.351237504534724,0.181539476559453,0.253788830406718,0.183628228938714,0.573112113188001
"3",-0.00538779187918839,0.0106152191940934,0.0688231949211641,0.466316702681248,0.309298724526576,0.0361995960912879,-0.0642403461422829,0.0721356199571074,0.14936487199485,0.00383229763376043,0.348039271829412,0.410306778289843,0.198806298974606,-0.0327835614982937,0.108511274229558,0.0843622882204324,0.53593693167408
"4",0.0978584321001517,0.0194686686894945,0.144279184125061,0.330388245930379,0.359493254432575,0.193228616787218,0.0107961279385264,0.0872635609421992,0.132988658072399,0.0195971994431485,0.398753413058458,0.479186865346211,0.333753881583227,0.0457804496806249,0.0668422777244137,0.166676266387444,0.554880019426446
"5",0.120636531827383,0.0518783166808917,0.121342529611481,0.431309970731597,0.433379167639355,0.151942816698716,0.0849172244961788,0.115132748238592,0.193690343918794,0.138499018155507,0.348668966917876,0.440069609013965,0.211795815054082,0.0522246125456105,0.216635689211373,0.135809154475814,0.513235279438802
"6",0.145067798775685,0.0942737691295308,0.160579511037942,0.507948433089449,0.396992238802245,0.235258602108339,0.147753308269145,0.137387125661422,0.399833596553643,0.167773891953036,0.520180320874547,0.547858002011437,0.376682452483379,0.163180555452662,0.242635749133416,0.287974601130725,0.604599707097231
"7",0.10308992724684,-0.0367159364323105,0.0540372893843378,0.237598176004419,0.304280258554583,0.0471275386969944,-0.0623720837090401,-0.0216662746067796,0.143652666447234,-0.0787450696458784,0.33036770205869,0.34235845500032,0.22022272115401,-0.0177376174483409,0.049182933186658,0.105005651239242,0.4702502110588
"8",0.139859263489611,0.0126681670609721,0.297679605692385,0.331483409309508,0.417776689215237,0.160659587111651,0.21482551689145,0.125234805664986,0.216248135849017,0.0470416176279433,0.339822439806022,0.382397837314335,0.248720728235052,0.153796159788373,0.2089508869473,0.163458281239542,0.51235267065041
"9",0.0380546660602549,-0.0317448438164235,-0.0694569231176826,0.310785183527455,0.255470707411793,0.0276599991941025,-0.029623835935295,-0.0231968980659795,0.190560633682251,-0.0100965659375535,0.291278751490458,0.352095544729304,0.238642444502471,-0.0445675615788943,0.0278251287182772,0.136241806319622,0.476885619587814
"10",0.165583792419315,0.107219319062313,0.103521777922375,0.427281680300883,0.40143293721712,0.151230111332986,0.0897081209617371,0.126173448491801,0.238015416979475,0.0796845602687505,0.386525007722969,0.41632944450597,0.253025375222226,0.138237670846097,0.121909639079373,0.197344007363068,0.535793095532753
"11",0.167975854809561,0.0515668291407429,0.118136422164546,0.412304524001721,0.348285306792008,0.147598725877248,0.108879258110242,0.0552875229806571,0.270224005965814,0.0914169733407055,0.475871750492145,0.461504853717072,0.344464422184977,0.143959015651632,0.111657037179258,0.246601556497674,0.497817493441815
"12",0.164172611921971,0.124548683512421,0.150015778415614,0.439401794090907,0.356281410062357,0.160765149652551,0.0916047966949868,0.14917786589042,0.242391921842214,0.0735237775268526,0.420382850614074,0.413280348061935,0.2836038737293,0.20125397686415,0.226141742320159,0.0753570003750446,0.476240734597394
"13",0.11467667329657,0.0180693037166323,0.0700575339058338,0.447310118577614,0.363499346185706,0.139719388053891,0.103836579903593,0.0405300405051572,0.24040426666076,0.113128035949463,0.439614232454047,0.45257521783665,0.356071488230312,0.0333636305593973,0.142143695591946,0.147929937350064,0.441859633439954
"14",0.124887192868577,0.0491331015257975,0.120573733173439,0.495289004429548,0.442250327547511,0.0657615592570809,0.0209164066696067,0.0387177442348787,0.192645022371049,0.0242156422853053,0.469670223171772,0.458743409791843,0.285160566831495,0.0637382497272407,0.132768255349463,0.152351067724103,0.458707799266031
"15",0.176063470325142,0.0073143429653163,0.0438223383187829,0.42415062242432,0.36998582545679,0.129502588437266,0.0740923548970477,0.0344713651992877,0.236323279103682,-0.0605632974495386,0.425135414729988,0.541631660790445,0.344481911023829,0.0592560643876702,0.163839259684793,0.300382495712504,0.480117199857908
"16",0.205346323648996,0.239454470470404,0.215001851635943,0.430667960294644,0.458611770593982,0.249899647555045,0.182925100005404,0.116179900915131,0.190478071110027,0.148113900410508,0.496550583723777,0.450733031883335,0.360654595659149,0.167989704853889,0.293156070549496,0.213744832182661,0.548060913950561
"17",0.161899297566269,0.0784392674529313,0.236040135956739,0.41696604581495,0.425807142381517,0.0952582808872607,0.124347785842076,0.100417598929055,0.247743459102204,0.0556874518834358,0.458641003256907,0.271821511997519,0.296890472468733,0.125036555697661,0.221251485748445,0.126075396087075,0.50944176325754
"18",0.198245963828281,0.0743744474852676,0.0777829327579722,0.496748546986624,0.432003644583164,0.21851571141783,0.090274342128667,0.103340230203804,0.247729131738726,0.0993871644126102,0.484240388604311,0.351151218666854,0.361470156984052,0.073601931784007,0.139779945141769,0.154628143045675,0.544047530816338
"19",0.141292871595091,-0.0147033166027736,0.156801562911021,0.47566876631689,0.44881204019433,0.211819258905655,0.122907332781153,-0.0558112082330559,0.273960576615826,0.0888387668986887,0.505519129991134,0.447832050899264,0.315770584600827,0.166187039617157,0.158519988794899,0.189792557757581,0.537230173691699
"20",0.246384405700014,0.115093300460102,0.214095652462518,0.46635229318301,0.427168689436223,0.268337594195571,0.122933488562341,0.108406688743724,0.240849166110026,0.162420435649536,0.494250968689427,0.457712729930961,0.376513090771307,0.148163910930351,0.29314945083385,0.259201486214287,0.535911516467706
"21",0.264897334290654,0.055326603095372,0.135014128928143,0.446937367097835,0.448546994005533,0.172574296948721,0.0873536161749534,0.124882585296948,0.219297996825585,0.039216818670324,0.524660237103488,0.428343293276927,0.3988685384718,0.111576079734682,0.157075758569813,0.241880590649416,0.458332470982626
"22",0.0198148958284642,-0.0175100966379173,0.0863361688626924,0.438797305325055,0.326182637740035,0.0877535290570239,-0.00104492330438684,-0.0211107525797138,0.107935341769521,0.0152877630852298,0.436048366170144,0.464941156362566,0.257372906066408,-0.0415709399953802,0.0460595555851623,0.113782807858245,0.510339387013269
"23",-0.0142198423570805,0.0575695734761497,0.107662356752652,0.373707457916346,0.265554014935119,0.100604757306073,0.0515867671292678,0.114727455057098,0.138689352370443,0.0390863296402049,0.404848114159047,0.389931289585133,0.286170127831001,0.0791885957784991,0.100305023005664,0.172295580636748,0.524602616475197
"24",-0.0171029658390832,0.038499309594943,0.189214342392816,0.412309234468145,0.268080973282109,0.0663948043078212,0.002930164105211,0.035832417517942,0.252359324249631,0.0693281090115557,0.453851190831275,0.382855138568758,0.209711701401188,0.0081364174806384,0.156401375694169,0.135389646327339,0.535466002580485
"25",0.162552832004258,0.0637870910393374,0.182041703910801,0.511812326096995,0.350069463823746,0.201111632428593,2.60497687766108e-05,0.0927874288828995,0.30672827566129,0.117124432880161,0.538614559524593,0.518256731597663,0.358082445518782,0.119069863580925,0.300381275273192,0.237927719105255,0.485651933214442
"26",0.144692196700461,0.0207652086880481,0.0242758999789571,0.446664096499501,0.332388128436176,0.118275651143275,0.0703624040694707,0.0345002409923545,0.187236193448322,0.131646760839586,0.45208065425727,0.481455636035788,0.295977840169729,0.155129025586247,0.181903098400372,0.116941010389515,0.532392452006729
"27",0.138498186779156,0.0759382416206428,0.113922668148303,0.527487559261938,0.312222695852182,0.132803392823564,0.135503737223999,0.0829801262800335,0.191876415113619,0.111573635086342,0.567599804927768,0.449303341725712,0.323506960880005,0.110933728325794,0.211427896933624,0.165104652099316,0.499863855462003
"28",0.102460351969154,0.0561849236189631,0.186989313409578,0.46506269174882,0.33966253861862,0.150735111277408,0.0452023465414059,0.0937015520671734,0.244395704120038,0.181997617539792,0.552250292904141,0.397845766489074,0.280690484797399,0.147626844200658,0.156156022895819,0.118444180603316,0.535600573271345
"29",0.0960560055151593,0.0878182461499867,0.110671575216091,0.404326487548328,0.391557624861649,0.126171738867014,-0.0679579928229703,-0.0480173314381749,0.20890220768499,0.0682844543486802,0.488369310520109,0.430384626476659,0.297984355859706,0.0754993762001629,0.172966547191887,0.133694465267799,0.488282074242292
"30",0.218174419304565,0.0912139909750257,0.156994720028841,0.441211768076006,0.439482513511946,0.242089661913329,0.151633168794249,0.12678033702008,0.261755880144146,0.116109083112964,0.406104084531173,0.435875007670553,0.347920020954497,0.192719827599203,0.304456131551992,0.216200649440449,0.557697765990698
"31",0.0427988103865384,0.0312502891998609,0.0688296619483586,0.447245212311185,0.436710455399877,0.147114161249111,0.0726938670366429,0.000289485857107658,0.276036879323847,0.0379505996335904,0.490733378981692,0.449555919298228,0.392882305527957,0.0871793338616662,0.108224828686743,0.181474087816566,0.533739564437182
"32",0.156563512033229,0.000759128702099884,0.077247198691384,0.431682488654632,0.480233348675707,0.168710804559037,0.157290707295738,0.123954784423174,0.298405580988879,0.0304438693149113,0.507873590228083,0.508644927013844,0.356316186623375,0.0785388340220981,0.168515909809371,0.278186199567224,0.562819816184436
"33",0.195294926803989,0.0781487773166943,0.0919038389338362,0.406736867758224,0.369330534383984,0.110410840958485,0.105100345367811,0.0932160486860768,0.232693613664834,0.0785751940058791,0.426217778470105,0.510176230469313,0.297483109884139,0.0923555513513475,0.176021712906092,0.280484807541362,0.577370748021454
"34",0.172669671002529,0.0965733188628999,0.0879880905078753,0.538319959434603,0.51136812717906,0.206223892900686,0.0349263083878009,0.00657162523410446,0.303835773516062,0.0442312332107864,0.522481983519097,0.497725642175286,0.375153818979957,0.153443202463655,0.26554185471257,0.217252428473133,0.465739244714779
"35",0.219859780965827,0.114157701338552,0.159410675804131,0.442853072269995,0.410316554441753,0.163193289866036,0.0932995067117137,0.119329920841585,0.185138659738167,0.0347764140034216,0.5358765594982,0.439656428202149,0.389830161430373,0.0691525473609373,0.178777770180204,0.15813772708095,0.551905724102615
"36",0.0561543218411498,0.0220522940355097,0.126437945243405,0.417989286842542,0.359602772725509,0.0212985612770224,-0.154316119635861,0.0590213025889518,0.218855338984347,-0.00333487724741483,0.51419328592603,0.505767484362198,0.356340798672731,0.0631379892928842,-0.00674355071748887,0.186715474468998,0.516348677088965
"37",0.160819474376744,0.0693178083222744,0.182039929532846,0.402344433115221,0.465843841660256,0.149409829849308,0.146508810094397,0.0099567181098284,0.257541144854378,0.0476400870114981,0.40911851686097,0.438745475077606,0.411500987251246,0.112561785401982,0.045869762503325,0.192053955798486,0.485618483699651
"38",0.20336944546038,0.0736926294338933,0.161543666926198,0.450199526804487,0.452425106500409,0.2635790026984,0.0671395144377619,0.0971193050618872,0.309857448757714,0.101428843721796,0.430658893646819,0.437126571414046,0.300005975125967,0.127854023145159,0.232910589485376,0.179970445795384,0.583143550642961
