"","subj","roi","PC1","PC2","beh_sim","cluster","category","diff","network"
"TD308","TD308","Dorsal_ACC",0.050471114521703,-0.0625795313850712,-0.0239736431187034,-0.00379987427881543,0.00785691357879386,-0.0116567878576093,"Limbic"
"TD314","TD314","Dorsal_ACC",-0.0180318018917113,0.00136100440140333,-0.00503031863094815,0.0399722474573151,0.016546416022272,0.0234258314350431,"Limbic"
"TD316","TD316","Dorsal_ACC",0.0371620400503585,-0.0157019381587159,0.0104694903759232,0.0618210479649751,0.00230714552771,0.0595139024372651,"Limbic"
"TD317","TD317","Dorsal_ACC",0.0226881086335093,-0.0499337498891774,-0.0212423678053947,-0.0348846455925856,-0.0312085001125616,-0.003676145480024,"Limbic"
"TD318","TD318","Dorsal_ACC",0.0348795509070351,0.0724656984940226,0.0559864172558486,0.0308494978679301,0.0606418853235427,-0.0297923874556126,"Limbic"
"TD323","TD323","Dorsal_ACC",0.0851798694376438,0.0477781789574644,0.0572157257755526,0.053606165392932,0.0339550430736443,0.0196511223192877,"Limbic"
"TD329","TD329","Dorsal_ACC",-0.0212137835264003,0.00458901304896749,-0.0284338679852199,-0.0392783676396983,0.0129498149485093,-0.0522281825882076,"Limbic"
"TD330","TD330","Dorsal_ACC",-0.0226017283670544,-0.0307737086661041,-0.0714178717820292,-0.0224460122385563,-0.00257735289456866,-0.0198686593439876,"Limbic"
"TD355","TD355","Dorsal_ACC",0.00357681582841529,-0.047740804753904,-0.0327608699713296,-0.0133737711206871,-0.0295233571219096,0.0161495860012225,"Limbic"
"TD358","TD358","Dorsal_ACC",-0.00449192505487629,-0.0213214762567272,-0.0278829877443286,-0.0108331623876818,0.025259216086059,-0.0360923784737408,"Limbic"
"TD359","TD359","Dorsal_ACC",-0.0303325468437406,-0.0162346311988288,0.000596012093226843,0.0214168269860245,0.0152782062579875,0.006138620728037,"Limbic"
"TD360","TD360","Dorsal_ACC",0.0150792981363789,0.00349369420672534,0.00360987414870733,0.0357254399565675,-0.00837657427415365,0.0441020142307211,"Limbic"
"TD361","TD361","Dorsal_ACC",-0.0334958870623384,0.0787095777032667,0.0237437028261128,0.00323303790791738,0.00717096791249475,-0.00393793000457737,"Limbic"
"TD362","TD362","Dorsal_ACC",-0.0105078697982553,-0.0143849081909703,-0.0208221804340599,-0.0475865712095085,-0.0142387268876556,-0.0333478443218529,"Limbic"
"TD363","TD363","Dorsal_ACC",0.00252023388381674,-0.0131094475334608,-0.0152638730896419,0.0355993176122242,0.0312501107837464,0.0043492068284778,"Limbic"
"TD364","TD364","Dorsal_ACC",-0.00451808073444435,0.0522166335041285,0.0138761790489682,0.0453985048548065,-0.0357239187661138,0.0811224236209203,"Limbic"
"TD367","TD367","Dorsal_ACC",-0.00584550236773305,-0.0397900334941041,-0.000470513109049937,-0.0337916864438099,-0.0107878635544415,-0.0230038228893684,"Limbic"
"TD368","TD368","Dorsal_ACC",-0.00095307951144558,0.0135542121025765,0.019996446985643,-0.0202406706861814,0.00239028621825965,-0.0226309569044411,"Limbic"
"TD369","TD369","Dorsal_ACC",0.0846697096062695,0.0211322100917137,0.0956359451970492,0.120218807417437,0.0621649228689973,0.0580538845484397,"Limbic"
"TD370","TD370","Dorsal_ACC",-0.0530029805306781,0.0129206185686326,0.0143711227688784,-0.010455233336399,0.0142803054567745,-0.0247355387931735,"Limbic"
"TD373","TD373","Dorsal_ACC",-0.0442653318356082,-0.0269896187066965,-0.0349208446230707,-0.054511534339852,-0.00702546517561947,-0.0474860691642325,"Limbic"
"TD374","TD374","Dorsal_ACC",0.0282281569125751,-0.0188411109003852,-0.0511724840286073,0.0501749699198263,0.00496766971689846,0.0452073002029278,"Limbic"
"l_s1101.1","l_s1101","Left_Amyg",-0.0893703976700563,0.044673726795181,-0.0299053529541529,0.0183925369398219,0.0135318986271098,0.0048606383127121,"Limbic"
"l_s1102.1","l_s1102","Left_Amyg",-0.064563080188951,-0.0107378690962129,-0.0280401642242311,-0.0609570591735898,-0.00831421475737292,-0.0526428444162169,"Limbic"
"l_s1104.1","l_s1104","Left_Amyg",0.0425028084572231,-0.0382000242893887,-0.0382378783803691,-0.0265002251573638,-0.0493004908284685,0.0228002656711047,"Limbic"
"l_s301.1","l_s301","Left_Amyg",-0.0263419023884193,-0.0496360924217664,-0.055327177570639,-0.0561961804068399,-0.0352660711272832,-0.0209301092795567,"Limbic"
"l_s302.1","l_s302","Left_Amyg",-0.00925661950668437,0.00187983754245665,-0.0409192828330529,-0.0261220772596131,0.0217653920280499,-0.047887469287663,"Limbic"
"l_s303.1","l_s303","Left_Amyg",0.0412113634052208,-0.0299151256328028,0.0480318044220358,0.0739482745653863,-0.0222644752357423,0.0962127498011286,"Limbic"
"l_s304.1","l_s304","Left_Amyg",0.053630998285909,-0.00912621667548022,0.042131776328348,0.0264371999844695,0.0397411544173072,-0.0133039544328377,"Limbic"
"l_s305.1","l_s305","Left_Amyg",-0.0447637939965532,-0.00825333659984351,-0.0172170372262793,-0.0331821867523972,0.030646766566701,-0.0638289533190982,"Limbic"
"l_s306.1","l_s306","Left_Amyg",-0.0468328976147867,-0.0144731341960843,-0.0114239247281713,-0.0569754364124767,0.00702546517561949,-0.0640009015880962,"Limbic"
"l_s308.1","l_s308","Left_Amyg",-0.025709623488411,-0.0149742218984099,-0.0273340935621277,-0.038248130779766,0.00681760463742861,-0.0450657354171946,"Limbic"
"l_s310.1","l_s310","Left_Amyg",-0.0036593136068933,-0.0355160769441307,-0.0200393689835982,-0.0578390170914558,-0.00710860955987123,-0.0507304075315846,"Limbic"
"l_s312.1","l_s312","Left_Amyg",-0.024218330657423,-0.0240969383440404,-0.0425184194036042,-0.0467239149197176,-0.0342671818587957,-0.0124567330609219,"Limbic"
"l_s313.1","l_s313","Left_Amyg",0.0347222376811816,-0.026610456778949,0.0232975869009597,-0.0242944657588093,0.00929118825879666,-0.033585654017606,"Limbic"
"l_s314.1","l_s314","Left_Amyg",0.117385099657901,-0.0152797071443602,0.0943712892122364,0.0553117020958551,0.0708707527313371,-0.015559050635482,"Limbic"
"l_s315.1","l_s315","Left_Amyg",-0.0277028196282772,-0.01899977826833,-0.0307820127708849,-0.0697067308720987,-0.0292529179329162,-0.0404538129391825,"Limbic"
"l_s317.1","l_s317","Left_Amyg",-0.0398369951585446,0.036089633294984,0.00108099509086558,-0.0462400162874789,-0.0244065030307123,-0.0218335132567666,"Limbic"
"l_s318.1","l_s318","Left_Amyg",-0.0331139825122549,0.0809088019476667,0.0284102608820908,0.0626008242666652,0.0826419520900393,-0.0200411278233741,"Limbic"
"l_s319.1","l_s319","Left_Amyg",0.0102955822013101,-0.0458839487065198,-0.0383006477049135,-0.0142346760637188,-0.0201226516992822,0.0058879756355634,"Limbic"
"l_s320.1","l_s320","Left_Amyg",0.0200604501735443,-0.0257775278843925,-0.0546007889824632,-0.0212277979556265,-0.0534059607027573,0.0321781627471308,"Limbic"
"l_s322.1","l_s322","Left_Amyg",-0.0677396042204856,-0.0553788336765661,-0.0690073645980486,-0.0681879887777094,-0.0692833178893293,0.0010953291116199,"Limbic"
"o_s307.1","o_s307","Left_Amyg",0.0282451112810484,-0.0405754749375838,-0.0145082163578784,0.000209936798115654,-0.0320615406726562,0.0322714774707719,"Limbic"
"o_s309.1","o_s309","Left_Amyg",-0.0516450084313304,-0.0431091819459016,-0.0654907082605875,-0.030786456994362,-0.0198523379825301,-0.0109341190118319,"Limbic"
"o_s321.1","o_s321","Left_Amyg",-0.0332996246735173,0.0242046931942962,-0.00495208980417191,-0.0104972253037506,0.00638109940334753,-0.0168783247070981,"Limbic"
"o_s323.1","o_s323","Left_Amyg",-0.0280967490990106,-0.0244669758475027,-0.0364008294442429,-0.0139827017582329,-0.0106631388597122,-0.0033195628985207,"Limbic"
"o_s324.1","o_s324","Left_Amyg",0.00926497067401734,0.0702988378466927,0.006963864443133,0.0183505354079211,0.0412401337510402,-0.0228895983431191,"Limbic"
"o_s325.1","o_s325","Left_Amyg",-0.0499896548622934,0.0258344352168062,-0.0526238235379756,0.0631909757433183,-0.0168166969757624,0.0800076727190807,"Limbic"
"o_s326.1","o_s326","Left_Amyg",0.0256498351606266,-0.0773157700564022,-0.0188235377455383,-0.037512297117835,-0.0115985824245236,-0.0259137146933114,"Limbic"
"o_s327.1","o_s327","Left_Amyg",-0.0211611616669522,0.107114872790685,0.017620435956035,0.0885722969127151,0.035370126104202,0.0532021708085131,"Limbic"
"o_s328.1","o_s328","Left_Amyg",-0.0506232023103786,0.0270252060555777,-0.00310230556148118,-0.0154735766298244,0.0175028059054688,-0.0329763825352932,"Limbic"
"o_s329.1","o_s329","Left_Amyg",-0.03248933061631,-0.0297700634018213,-0.0560965680587054,-0.0419069055328778,-0.045800696221279,0.0038937906884012,"Limbic"
"o_s330.1","o_s330","Left_Amyg",0.0679500028590773,-0.0127885732393113,0.0196033108179661,0.0408343942325944,0.0735869330915335,-0.0327525388589391,"Limbic"
"o_s331.1","o_s331","Left_Amyg",-0.00944663288291131,-0.0151428528611307,-0.00421134247385201,-0.00138558373390787,-0.0264239569167703,0.0250383731828624,"Limbic"
"o_s332.1","o_s332","Left_Amyg",-0.0379029135396157,-0.0347121954475359,-0.0454343812496019,-0.0257229292459245,-0.0480504300917853,0.0223275008458608,"Limbic"
"o_s333.1","o_s333","Left_Amyg",-0.0623333390131033,0.0318984761106416,-0.0282539216581509,0.0150536052050195,0.0172325186383828,-0.0021789134333633,"Limbic"
"o_s334.1","o_s334","Left_Amyg",0.0596010072990451,-0.0205050305995886,0.0166030446336397,0.0125968739554322,0.00995637174178916,0.00264050221364304,"Limbic"
"o_s335.1","o_s335","Left_Amyg",0.0880525148117033,-0.0406150367370326,0.00835175325519518,0.0470815931675697,-0.0158395387023686,0.0629211318699383,"Limbic"
"o_s337.1","o_s337","Left_Amyg",-0.0231064263316971,-0.0206375901035984,-0.0726316964560187,0.0307444298812488,-0.0152782062579875,0.0460226361392363,"Limbic"
"o_s338.1","o_s338","Left_Amyg",-0.0267751355352432,0.0121882549347646,0.0316151235886715,0.0171115187069373,-0.0113907043802764,0.0285022230872137,"Limbic"
"o_s339.1","o_s339","Left_Amyg",-0.0130992236739794,0.0161707382758741,-0.00866065179499642,0.0253237894265705,0.0188750738438572,0.0064487155827133,"Limbic"
"o_s340.1","o_s340","Left_Amyg",-0.00846307235291204,-0.0488223059122483,-0.0236167649528014,-0.0300089728443076,-0.0253840064133825,-0.0046249664309251,"Limbic"
"o_s342.1","o_s342","Left_Amyg",-0.0240051742937751,-0.029942409000791,0.00812212019186642,0.0274666377985225,0.0392623517333276,-0.0117957139348051,"Limbic"
"TD102.1","TD102","Left_Amyg",0.0665125743138841,-0.0521688965305321,0.0231200410661157,-0.00432472493957787,-0.0287328545582205,0.0244081296186426,"Limbic"
"TD308.1","TD308","Left_Amyg",-0.013863188865048,-0.0248344269320291,0.00184745220345155,-0.0292315249614262,0.0076074779695433,-0.0368390029309695,"Limbic"
"TD314.1","TD314","Left_Amyg",0.130478342573574,0.00165336684035616,0.102786946039757,0.0874298361462606,0.000872972656295958,0.0865568634899646,"Limbic"
"TD316.1","TD316","Left_Amyg",0.0447527339167479,-0.0217050066077176,0.00722778546393819,0.046387287483092,-0.00214086424114804,0.04852815172424,"Limbic"
"TD317.1","TD317","Left_Amyg",-0.0532183470507399,-0.00601448496844879,-0.042039444443795,-0.0498803221992338,-0.0494671771409872,-0.000413145058246599,"Limbic"
"TD318.1","TD318","Left_Amyg",0.0567998964892197,-0.025413372915986,0.000894042268160398,0.00822970815435616,-0.0333099771407619,0.0415396852951181,"Limbic"
"TD323.1","TD323","Left_Amyg",0.0414019248946134,-0.0398542513311452,-0.0575654887845057,0.0266262761350891,0.0290032855561157,-0.0023770094210266,"Limbic"
"TD329.1","TD329","Left_Amyg",-0.0168768321282335,0.0330951013335229,0.00768378233276392,-0.0414021824806802,0.0325400959651128,-0.073942278445793,"Limbic"
"TD330.1","TD330","Left_Amyg",0.0254916971168418,-0.016193684028628,-0.0437664666754016,-0.0131847946845312,-0.015257416354522,0.0020726216699908,"Limbic"
"TD355.1","TD355","Left_Amyg",-0.0245545642115053,0.0130045211054686,-0.0207475927267805,0.033455407677382,0.0511550323450992,-0.0176996246677172,"Limbic"
"TD358.1","TD358","Left_Amyg",-0.0220025975199075,0.0441961855369601,0.00757615412009348,0.000524842035769601,0.0443636101947977,-0.0438387681590281,"Limbic"
"TD359.1","TD359","Left_Amyg",-0.00470448212555674,0.000540835738529034,-0.0291030213581748,0.0605567050202883,0.0174612230835448,0.0430954819367435,"Limbic"
"TD360.1","TD360","Left_Amyg",-0.0416522938029668,0.00802493183043963,-0.009498828353579,0.0247986177236093,0.0121806463384793,0.01261797138513,"Limbic"
"TD361.1","TD361","Left_Amyg",-0.0311748189260565,-0.0541358879977981,-0.0563893793906248,-0.0708037994595226,-0.0556991289784206,-0.015104670481102,"Limbic"
"TD362.1","TD362","Left_Amyg",-0.0661729385454894,-0.0507345391755826,-0.0811562261727336,-0.0620107163350078,-0.0331851288872157,-0.0288255874477921,"Limbic"
"TD363.1","TD363","Left_Amyg",0.0792294303567249,-0.0292089436889415,0.0513824480101314,0.0485124274620694,0.0342047535697285,0.0143076738923409,"Limbic"
"TD364.1","TD364","Left_Amyg",0.0348711902951758,-0.0234151760916236,0.0490415305201046,0.00442969534839411,-0.00719175404240499,0.0116214493907991,"Limbic"
"TD367.1","TD367","Left_Amyg",-0.0249499650757623,-0.0249473239220744,-0.0281339184321248,0.0189175616113507,0.0251968212175902,-0.0062792596062395,"Limbic"
"TD368.1","TD368","Left_Amyg",-0.0494459176228906,0.0848573044720434,0.00167331287407388,0.0771575664729829,-0.00446881721018935,0.0816263836831723,"Limbic"
"TD369.1","TD369","Left_Amyg",0.073552084411296,-0.0227769860703564,0.0494479745662939,0.0114000618005693,0.000810617438194278,0.010589444362375,"Limbic"
"TD370.1","TD370","Left_Amyg",0.00660542291071644,-0.0170713480935432,-0.0129072637308851,0.00738990970504467,-0.00868837284495903,0.0160782825500037,"Limbic"
"TD373.1","TD373","Left_Amyg",-0.00461584064135565,-0.00386582222844828,-0.0190069085895382,-0.0521535468879465,-0.0123261635911291,-0.0398273832968174,"Limbic"
"TD374.1","TD374","Left_Amyg",-0.0166537067979274,-0.059526501358199,-0.0378187830808811,-0.0378066256656932,-0.0174612230835448,-0.0203454025821484,"Limbic"
"l_s1101.2","l_s1101","Left_dMI",-0.0612969563488752,-0.00743513396148629,-0.0768578566143358,0.0178465220322558,-0.0312501107837464,0.0490966328160022,"Limbic"
"l_s1102.2","l_s1102","Left_dMI",-0.0342171555986133,-0.0255767928017124,-0.0106327531670789,-0.0193165873206223,0.00490531302344034,-0.0242219003440626,"Limbic"
"l_s1104.2","l_s1104","Left_dMI",-0.0276706409380683,0.0158961106123682,0.00329619502314259,0.0452722837106056,0.00311776879680934,0.0421545149137963,"Limbic"
"l_s301.2","l_s301","Left_dMI",0.0363683471718936,-0.0144710701466063,0.0207037572524517,0.0669015227228216,-0.0193740977187404,0.086275620441562,"Limbic"
"l_s302.2","l_s302","Left_dMI",-0.0105432431565662,-0.00684092587735529,-0.0190426995391677,-0.00644514884969023,-0.0416565494854427,0.0352114006357525,"Limbic"
"l_s303.2","l_s303","Left_dMI",-0.0183096180888507,-0.034745349259854,-0.0628547696730604,-0.0360197298517721,-0.0712676668534042,0.0352479370016321,"Limbic"
"l_s304.2","l_s304","Left_dMI",-0.00477767019605357,-0.0284632141123996,-0.00928315750795421,-0.0541325319088636,-0.0228467530118938,-0.0312857788969698,"Limbic"
"l_s305.2","l_s305","Left_dMI",0.0329071075737571,0.0166760768613142,0.00196678462041095,0.0507642915277522,0.0586394131481914,-0.0078751216204392,"Limbic"
"l_s306.2","l_s306","Left_dMI",-0.0468100999287069,0.0317492167054467,0.00385211688779673,-0.0449777733064447,-0.0192701336240929,-0.0257076396823518,"Limbic"
"l_s308.2","l_s308","Left_dMI",0.102819521269206,-0.0231143490929294,0.0670999478945261,0.0245675465240322,0.0221189081656722,0.00244863835836,"Limbic"
"l_s310.2","l_s310","Left_dMI",-0.0103372909047041,0.0627026304102887,0.0669754749639062,-0.00688603571447314,0.0236370119880498,-0.0305230477025229,"Limbic"
"l_s312.2","l_s312","Left_dMI",0.0445167240346521,-0.0396322301266209,0.0148887547450426,-0.047986362679692,-0.0113283411597805,-0.0366580215199115,"Limbic"
"l_s313.2","l_s313","Left_dMI",0.00973359805413417,-0.00891633452048454,0.0252990972703982,-0.0138777129901145,0.0391582665817423,-0.0530359795718568,"Limbic"
"l_s314.2","l_s314","Left_dMI",0.0925840863373281,0.0105019662416971,0.0998323155765369,0.0637600920107507,0.0293361295336164,0.0344239624771343,"Limbic"
"l_s315.2","l_s315","Left_dMI",0.0196204385855466,-0.0338032338666433,0.0141692035192462,-0.0174895180581235,-0.0204761433100708,0.0029866252519473,"Limbic"
"l_s317.2","l_s317","Left_dMI",0.0586685504387814,0.0299591729232927,0.103994159049222,0.0232231835101451,0.0709334218969486,-0.0477102383868035,"Limbic"
"l_s318.2","l_s318","Left_dMI",-0.0592803041286044,-0.0214176463308007,-0.017372505648272,-0.0112740835328832,0.0391790835441453,-0.0504531670770285,"Limbic"
"l_s319.2","l_s319","Left_dMI",-0.0416693121551669,0.0507753405539239,0.00736065824606335,0.000167949437604227,-0.00500924086730261,0.00517719030490684,"Limbic"
"l_s320.2","l_s320","Left_dMI",0.0690976591253828,-0.015196135239718,0.0438047896375335,0.0016794959393718,0.00617324063293182,-0.00449374469356002,"Limbic"
"l_s322.2","l_s322","Left_dMI",-0.0505290432869323,0.0305538468074887,0.0422550709226346,-0.0325306798395634,0.0262159623166512,-0.0587466421562146,"Limbic"
"o_s307.2","o_s307","Left_dMI",-0.0735952211159285,-0.00765292996267071,-0.0553327376277254,-0.00424074868125616,0.0164840438392605,-0.0207247925205167,"Limbic"
"o_s309.2","o_s309","Left_dMI",-0.0747513292568535,0.0439158540288686,-0.0226687762661029,0.0500276449746189,-0.000332560939702809,0.0503602059143217,"Limbic"
"o_s321.2","o_s321","Left_dMI",-0.033861321542668,-0.00798591256675166,-0.0244932690537874,-0.0191065730308038,-0.0600786416175187,0.0409720685867149,"Limbic"
"o_s323.2","o_s323","Left_dMI",0.0446769967075912,0.00336027738552304,0.0339288761166716,0.0576494432636273,-0.0317702533480684,0.0894196966116957,"Limbic"
"o_s324.2","o_s324","Left_dMI",0.015765974134247,-0.0453782708322614,-0.0437510557839443,-0.0197366210300769,-0.0293569324972061,0.0096203114671292,"Limbic"
"o_s325.2","o_s325","Left_dMI",0.037814050755936,0.00173336823118642,0.0105044803550247,0.020408689510828,-0.0143010947598393,0.0347097842706673,"Limbic"
"o_s326.2","o_s326","Left_dMI",-0.0269817424335933,0.0906081718060021,0.0537788213935361,0.0377435547131458,0.0254048048780116,0.0123387498351342,"Limbic"
"o_s327.2","o_s327","Left_dMI",-0.0331590956532119,0.00262226363410067,-0.0351645588268731,0.0234122293761436,-0.0183136832074806,0.0417259125836242,"Limbic"
"o_s328.2","o_s328","Left_dMI",-0.00258550220331151,0.00840826261818229,0.021928708447633,0.00184744589808643,0.0523012723051934,-0.050453826407107,"Limbic"
"o_s329.2","o_s329","Left_dMI",0.0873665105981665,-0.0246572313151634,0.0313461983153674,0.042895383563776,-0.000914542805438689,0.0438099263692147,"Limbic"
"o_s330.2","o_s330","Left_dMI",-0.0784364608165214,0.0640866261960997,-0.00633874162412821,0.0127018591495633,0.0216614177325704,-0.0089595585830071,"Limbic"
"o_s331.2","o_s331","Left_dMI",0.00836050811817058,-0.00409819881358743,-0.0156537328653636,0.0929327178097554,0.0394288897453988,0.0535038280643566,"Limbic"
"o_s332.2","o_s332","Left_dMI",-0.0468910944602361,-0.00911469785369942,-0.0198887582252195,-0.0367134379434226,-0.00176673176522857,-0.034946706178194,"Limbic"
"o_s333.2","o_s333","Left_dMI",-0.0783861942897315,0.0964501772889952,-0.00256222381064984,0.00900653202842712,0.000956112957742231,0.00805041907068489,"Limbic"
"o_s334.2","o_s334","Left_dMI",-0.0208362626790211,-0.000685480964376192,0.005242592625393,-0.00650813253011522,0.0253216111511608,-0.031829743681276,"Limbic"
"o_s335.2","o_s335","Left_dMI",0.0111952312832017,0.0328447958190351,0.0623055641875744,0.0283490593102789,0.0507174126782194,-0.0223683533679405,"Limbic"
"o_s337.2","o_s337","Left_dMI",0.0163162376794176,-0.0496995970739688,-0.034876830434533,-0.0356623786426371,-0.000956112957742225,-0.0347062656848949,"Limbic"
"o_s338.2","o_s338","Left_dMI",0.109035517308117,-0.0558668742846367,0.0317549204162011,0.01316379736111,-0.00968613992250561,0.0228499372836156,"Limbic"
"o_s339.2","o_s339","Left_dMI",0.0567416399062508,0.00978332156705258,0.0122371661879416,0.0383532532353442,0.0756979426402107,-0.0373446894048665,"Limbic"
"o_s340.2","o_s340","Left_dMI",-0.0254815644160022,0.0102514737265614,-0.0683970106568986,-0.0144026599361998,-0.0266943533168723,0.0122916933806725,"Limbic"
"o_s342.2","o_s342","Left_dMI",0.00704782548148428,-0.00516088858609067,0.0160222114892365,-0.0136047436189208,0.00234871586892601,-0.0159534594878468,"Limbic"
"TD102.2","TD102","Left_dMI",0.0959572376392879,0.0441857511182929,0.0869170149132527,0.0693059208105546,0.0491546425507745,0.0201512782597801,"Limbic"
"TD308.2","TD308","Left_dMI",-0.00494655486486122,-0.0192498553478443,-0.0117951205006662,0.0423485556998489,0.019706785646771,0.0226417700530779,"Limbic"
"TD314.2","TD314","Left_dMI",-0.0255101376853545,-0.0206870420417508,-0.0666863798683783,-0.0394465774321111,-0.0362025936719528,-0.0032439837601583,"Limbic"
"TD316.2","TD316","Left_dMI",0.0330391785913464,-0.00142555255435992,0.0327884229300383,0.0617156785686212,0.0596197304663132,0.002095948102308,"Limbic"
"TD317.2","TD317","Left_dMI",-0.0559483292946005,-0.00132160363855294,-0.0357584375373543,-0.032593727680312,-0.0226387949056185,-0.0099549327746935,"Limbic"
"TD318.2","TD318","Left_dMI",-0.03170607730201,-0.0271328810154992,-0.0214337988439599,0.0147806266355087,0.0940585827427267,-0.079277956107218,"Limbic"
"TD323.2","TD323","Left_dMI",-0.0185312201761513,0.0358703182487082,-0.00486750195382046,0.0406241089859196,0.0352244493503834,0.0053996596355362,"Limbic"
"TD329.2","TD329","Left_dMI",-0.0140952711752285,-0.0014447010421443,0.00989679103437249,-0.00400981427571036,-0.0396370653356511,0.0356272510599407,"Limbic"
"TD330.2","TD330","Left_dMI",0.0398974159002219,0.0291555801595431,-0.0165078505111108,-0.0306183491927453,0.00808556374537049,-0.0387039129381158,"Limbic"
"TD355.2","TD355","Left_dMI",-0.0491380277197866,-0.0251391206080193,-0.0343144360757629,-0.0487018173367343,-0.0406571757037092,-0.0080446416330251,"Limbic"
"TD358.2","TD358","Left_dMI",-0.0280826285803553,-0.0066159814138188,-0.0555505693973165,-0.0267943454219706,-0.0504673530219461,0.0236730075999755,"Limbic"
"TD359.2","TD359","Left_dMI",0.022441740903369,-0.0037413795092466,0.00989038348194466,-0.0091954907948073,0.035432559457707,-0.0446280502525143,"Limbic"
"TD360.2","TD360","Left_dMI",-0.00364155666378549,-0.025512442757638,0.0189707336148076,0.0199256384622683,0.0197899583074355,0.000135680154832798,"Limbic"
"TD361.2","TD361","Left_dMI",-0.0116210637320195,-0.0291625928190923,-0.0600806243657406,-0.0556065185256339,-0.0358904125183649,-0.019716106007269,"Limbic"
"TD362.2","TD362","Left_dMI",-0.0133761808421419,-0.0054481713877748,-0.0113380800079094,-0.0419699974095408,-0.0250304358592894,-0.0169395615502514,"Limbic"
"TD363.2","TD363","Left_dMI",-0.000890163127705456,-0.00855565388563556,-0.0604797323986147,-0.0185185419254357,-0.0260079699842849,0.0074894280588492,"Limbic"
"TD364.2","TD364","Left_dMI",-0.0363721915406187,-0.00706591902667981,0.0164522607383892,-0.0531219344135804,-0.0426976523088693,-0.0104242821047111,"Limbic"
"TD367.2","TD367","Left_dMI",0.0986620820611098,0.0354786447509945,0.124695491595817,0.143824552340361,0.0641891320226794,0.0796354203176816,"Limbic"
"TD368.2","TD368","Left_dMI",-0.00817265812124775,-0.000213344432112227,0.00410918984092337,0.0317531109042877,0.00187065739889685,0.0298824535053909,"Limbic"
"TD369.2","TD369","Left_dMI",-0.0121967986202763,0.0480854990648888,0.032857197446122,0.0041987605745985,0.0108294385270762,-0.0066306779524777,"Limbic"
"TD370.2","TD370","Left_dMI",0.0662842367473732,0.0886618390293606,0.124319951574939,0.0859492067912338,0.0915847523344903,-0.0056355455432565,"Limbic"
"TD373.2","TD373","Left_dMI",0.0472762597847543,-0.0119282013526743,0.0168013786920007,0.0448725929114817,0.0137189988807391,0.0311535940307426,"Limbic"
"TD374.2","TD374","Left_dMI",0.107454303614146,0.0285230115509224,0.037006895679311,0.0842152327688304,0.057575791851265,0.0266394409175654,"Limbic"
"l_s1101.3","l_s1101","Left_IFG",-0.0172397984264811,0.112554555013024,0.0669615912024241,0.0167545238110096,0.0319991215040613,-0.0152445976930517,"Prefrontal"
"l_s1102.3","l_s1102","Left_IFG",0.0927377700952933,-0.0601055171223593,-0.0345741644617753,-0.0124918890389683,-0.0152782062579875,0.0027863172190192,"Prefrontal"
"l_s1104.3","l_s1104","Left_IFG",-0.0847745512492595,0.117443583876593,0.0372266893841902,0.00772582776762568,0.0308964235123566,-0.0231705957447309,"Prefrontal"
"l_s301.3","l_s301","Left_IFG",0.0436359621613135,-0.0794197075790538,-0.0369391104560905,-0.0382901796604762,-0.00816870946884131,-0.0301214701916349,"Prefrontal"
"l_s302.3","l_s302","Left_IFG",-0.0790166067535674,0.0881473576962065,-0.0088452669732736,0.0394465774321111,0.0639804266600714,-0.0245338492279603,"Prefrontal"
"l_s303.3","l_s303","Left_IFG",0.0805840012744766,-0.00253309558035389,0.0692782502912737,0.0422854618119954,-0.0113491288901316,0.053634590702127,"Prefrontal"
"l_s304.3","l_s304","Left_IFG",0.046767919528007,-0.0282404044009214,0.084537906759354,-0.0263321584960129,-0.00739961568626776,-0.0189325428097451,"Prefrontal"
"l_s305.3","l_s305","Left_IFG",0.0812238130410988,0.00333436190190249,0.00228991588392836,0.0876625410767709,0.0421354454389639,0.045527095637807,"Prefrontal"
"l_s306.3","l_s306","Left_IFG",0.0978351346665127,-0.0245883223272901,0.00581369029831314,0.0965337719617986,0.0310420585067414,0.0654917134550572,"Prefrontal"
"l_s308.3","l_s308","Left_IFG",0.00455277901248183,0.0789705369623836,0.0368023155738908,0.027445628289182,0.0545316262424993,-0.0270859979533173,"Prefrontal"
"l_s310.3","l_s310","Left_IFG",0.0321677423305525,-0.04283450220368,-6.44771844387259e-05,0.00394683224037039,0.0174612230835448,-0.0135143908431744,"Prefrontal"
"l_s312.3","l_s312","Left_IFG",-0.00640466764970992,-0.0566601776270129,-0.0325119587428866,-0.0290424213941848,-0.0293361295336164,0.000293708139431598,"Prefrontal"
"l_s313.3","l_s313","Left_IFG",0.118230814684659,-0.0527854533001757,0.0937548575956071,0.044746377746982,0.068698561765214,-0.023952184018232,"Prefrontal"
"l_s314.3","l_s314","Left_IFG",0.0527333341326654,0.0203732399924272,0.0963277001114312,0.0155575715649976,-0.00467667213677411,0.0202342437017717,"Prefrontal"
"l_s315.3","l_s315","Left_IFG",0.159294279591299,-0.0344615262605035,0.0370750657060357,0.0658261226068748,0.030813204104202,0.0350129185026728,"Prefrontal"
"l_s317.3","l_s317","Left_IFG",0.0454473282730182,0.00791252954005593,0.0463956681425846,0.0153685832677296,0.0505923820598736,-0.035223798792144,"Prefrontal"
"l_s318.3","l_s318","Left_IFG",-0.0292222966052878,0.176475170264408,0.0484922782517971,0.14472476809502,0.059432001326197,0.085292766768823,"Prefrontal"
